Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
49950299,03/07/2021 03:49:25 AM,03/07/2021 05:56:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2379 CRESTON AVENUE,CRESTON AVENUE,EAST  184 STREET,EAST  188 STREET,EAST  184 STREET,EAST  188 STREET,,BRONX,CRESTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 10:56:59 AM,05 BRONX,2031730064,BRONX,1012016,252628,ONLINE,Unspecified,BRONX,,,,,,,,40.860036600071204,-73.89962227089408,"(40.860036600071204, -73.89962227089408)"
49947927,03/07/2021 03:49:32 AM,03/07/2021 04:03:57 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,86 EAST  111 STREET,EAST  111 STREET,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,MADISON AVENUE,METRO NORTH-CONNECTING RAIL LINE,,NEW YORK,EAST  111 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:04:02 AM,11 MANHATTAN,1016160141,MANHATTAN,999407,229279,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.795980931849094,-73.94525819147924,"(40.795980931849094, -73.94525819147924)"
49952324,03/07/2021 03:51:58 AM,03/07/2021 05:39:47 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,12 STREET,12 STREET,12 STREET,41 AVENUE,12 STREET,41 AVENUE,,,,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/07/2021 10:39:49 AM,01 QUEENS,,QUEENS,999760,214279,PHONE,Unspecified,QUEENS,,,,,,,,40.75480926746408,-73.94401790098466,"(40.75480926746408, -73.94401790098466)"
49950451,03/07/2021 03:52:07 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,15-16 149 STREET,149 STREET,15 AVENUE,15 ROAD,15 AVENUE,15 ROAD,,WHITESTONE,149 STREET,,In Progress,,,,07 QUEENS,4046460011,QUEENS,1035134,225938,MOBILE,Unspecified,QUEENS,,,,,,,,40.786677302580905,-73.8162502596416,"(40.786677302580905, -73.8162502596416)"
49946136,03/07/2021 03:52:20 AM,03/07/2021 04:49:40 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,313 49 STREET,49 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,BROOKLYN,49 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 09:49:43 AM,07 BROOKLYN,3007730069,BROOKLYN,980546,175308,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.647855841443736,-74.01334785830771,"(40.647855841443736, -74.01334785830771)"
49945246,03/07/2021 03:52:39 AM,03/07/2021 03:59:11 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,BOGARDUS PLACE,BOGARDUS PLACE,BOGARDUS PLACE,HILLSIDE AVENUE,BOGARDUS PLACE,HILLSIDE AVENUE,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 08:59:16 AM,12 MANHATTAN,,MANHATTAN,1003581,252149,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.858744389082254,-73.93011726711445,"(40.858744389082254, -73.93011726711445)"
49949347,03/07/2021 03:53:46 AM,03/07/2021 04:16:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,95 GREENE STREET,GREENE STREET,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,,NEW YORK,GREENE STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:16:27 AM,02 MANHATTAN,1005007502,MANHATTAN,984241,203125,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.724207909910135,-74.00003246985833,"(40.724207909910135, -74.00003246985833)"
49944681,03/07/2021 03:54:03 AM,03/07/2021 04:22:45 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11236,979 EAST   77 STREET,EAST   77 STREET,FLATLANDS AVENUE,PAERDEGAT AVENUE NORTH,FLATLANDS AVENUE,PAERDEGAT AVENUE NORTH,,BROOKLYN,EAST   77 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 09:22:52 AM,18 BROOKLYN,,BROOKLYN,1008526,169348,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63146442702587,-73.91253966679209,"(40.63146442702587, -73.91253966679209)"
49951236,03/07/2021 03:54:31 AM,03/07/2021 04:00:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,525 MAPLE STREET,MAPLE STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,,BROOKLYN,MAPLE STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:01:04 AM,09 BROOKLYN,3047930051,BROOKLYN,999914,180202,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.661275721045875,-73.94354132600665,"(40.661275721045875, -73.94354132600665)"
49952630,03/07/2021 03:54:43 AM,03/07/2021 04:20:28 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,408 ETNA STREET,ETNA STREET,NICHOLS AVENUE,GRANT AVENUE,NICHOLS AVENUE,GRANT AVENUE,,BROOKLYN,ETNA STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 09:20:34 AM,05 BROOKLYN,3041220026,BROOKLYN,1020601,189961,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68800118681843,-73.86892540471369,"(40.68800118681843, -73.86892540471369)"
49951666,03/07/2021 03:54:47 AM,03/07/2021 05:07:22 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,313 49 STREET,49 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,,BROOKLYN,49 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 10:07:28 AM,07 BROOKLYN,3007730069,BROOKLYN,980546,175308,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.647855841443736,-74.01334785830771,"(40.647855841443736, -74.01334785830771)"
49950487,03/07/2021 03:54:49 AM,03/07/2021 04:13:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,11412,186-36 DORMANS ROAD,DORMANS ROAD,MURDOCK AVENUE,HENRY MCCOY JR WAY,MURDOCK AVENUE,HENRY MCCOY JR WAY,,SAINT ALBANS,DORMANS ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:13:34 AM,12 QUEENS,4104050074,QUEENS,1048453,193239,PHONE,Unspecified,QUEENS,,,,,,,,40.69684029490331,-73.76846566542781,"(40.69684029490331, -73.76846566542781)"
49950259,03/07/2021 03:56:04 AM,03/07/2021 04:00:26 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,525 MAPLE STREET,MAPLE STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,,BROOKLYN,MAPLE STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:00:29 AM,09 BROOKLYN,3047930051,BROOKLYN,999914,180202,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.661275721045875,-73.94354132600665,"(40.661275721045875, -73.94354132600665)"
49944568,03/07/2021 03:57:17 AM,03/07/2021 04:02:51 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10012,55 EAST HOUSTON STREET,EAST HOUSTON STREET,MULBERRY STREET,MOTT STREET,MULBERRY STREET,MOTT STREET,,NEW YORK,EAST HOUSTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:02:54 AM,02 MANHATTAN,1005090026,MANHATTAN,985832,203313,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72472378285656,-73.99429247627018,"(40.72472378285656, -73.99429247627018)"
49947309,03/07/2021 03:58:00 AM,03/07/2021 06:35:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,MONTGOMERY AVENUE,MONTGOMERY AVENUE,MONTGOMERY AVENUE,WEST TREMONT AVENUE,MONTGOMERY AVENUE,WEST TREMONT AVENUE,,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 11:35:38 AM,05 BRONX,,BRONX,1007365,249660,PHONE,Unspecified,BRONX,,,,,,,,40.85190373340105,-73.91644646864091,"(40.85190373340105, -73.91644646864091)"
49949343,03/07/2021 04:00:56 AM,03/07/2021 06:34:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11205,456 DEKALB AVENUE,DEKALB AVENUE,TAAFFE PLACE,KENT AVENUE,TAAFFE PLACE,KENT AVENUE,,BROOKLYN,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 11:34:58 AM,03 BROOKLYN,3019380001,BROOKLYN,995781,190866,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69055234043111,-73.9584198927183,"(40.69055234043111, -73.9584198927183)"
49947028,03/07/2021 04:03:18 AM,03/07/2021 04:31:12 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2320 WEST   12 STREET,WEST   12 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,,BROOKLYN,WEST   12 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/07/2021 09:31:18 AM,13 BROOKLYN,3071610012,BROOKLYN,989201,154506,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59075807181942,-73.98217366606649,"(40.59075807181942, -73.98217366606649)"
49950184,03/07/2021 04:04:11 AM,03/07/2021 06:24:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,975 EAST  179 STREET,EAST  179 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,,BRONX,EAST  179 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 11:24:58 AM,06 BRONX,2031320120,BRONX,1017204,246278,ONLINE,Unspecified,BRONX,,,,,,,,40.84258990757021,-73.8808982045141,"(40.84258990757021, -73.8808982045141)"
49947122,03/07/2021 04:04:32 AM,03/07/2021 05:06:33 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1575 DEAN STREET,DEAN STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 10:06:40 AM,08 BROOKLYN,3013410001,BROOKLYN,1002237,185596,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67607662951599,-73.93515401136227,"(40.67607662951599, -73.93515401136227)"
49952369,03/07/2021 04:04:56 AM,03/07/2021 04:55:23 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,108-40 LIVERPOOL STREET,LIVERPOOL STREET,ARLINGTON TERRACE,109 AVENUE,ARLINGTON TERRACE,109 AVENUE,,JAMAICA,LIVERPOOL STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 09:55:28 AM,12 QUEENS,4119390106,QUEENS,1039499,191055,PHONE,Unspecified,QUEENS,,,,,,,,40.69090616649503,-73.8007741365008,"(40.69090616649503, -73.8007741365008)"
49952341,03/07/2021 04:05:37 AM,03/07/2021 04:34:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,104-09 WESTSIDE AVENUE,WESTSIDE AVENUE,XENIA STREET,GRANGER STREET,XENIA STREET,GRANGER STREET,,CORONA,WESTSIDE AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,03/07/2021 09:34:55 AM,04 QUEENS,4019570027,QUEENS,1024707,208028,MOBILE,Unspecified,QUEENS,,,,,,,,40.73757291107639,-73.85401142628862,"(40.73757291107639, -73.85401142628862)"
49952540,03/07/2021 04:07:39 AM,03/07/2021 05:14:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11105,18-21 21 AVENUE,21 AVENUE,SHORE BOULEVARD,19 STREET,SHORE BOULEVARD,19 STREET,,ASTORIA,21 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 10:14:09 AM,01 QUEENS,4008940030,QUEENS,1007433,224735,ONLINE,Unspecified,QUEENS,,,,,,,,40.78349146670045,-73.91628677124426,"(40.78349146670045, -73.91628677124426)"
49948010,03/07/2021 04:09:06 AM,03/07/2021 04:46:14 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11207,707 VERMONT STREET,VERMONT STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,,BROOKLYN,VERMONT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 09:46:20 AM,05 BROOKLYN,3043010087,BROOKLYN,1014509,180439,PHONE,Unspecified,BROOKLYN,,,,,,,,40.661888384671784,-73.89093468908634,"(40.661888384671784, -73.89093468908634)"
49948359,03/07/2021 04:10:05 AM,03/07/2021 06:23:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,975 EAST  179 STREET,EAST  179 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,,BRONX,EAST  179 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 11:23:38 AM,06 BRONX,2031320120,BRONX,1017204,246278,ONLINE,Unspecified,BRONX,,,,,,,,40.84258990757021,-73.8808982045141,"(40.84258990757021, -73.8808982045141)"
49951462,03/07/2021 04:10:57 AM,03/07/2021 05:11:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2831 EXTERIOR STREET,EXTERIOR STREET,WEST  225 STREET,BROADWAY,WEST  225 STREET,BROADWAY,,BRONX,EXTERIOR STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 10:12:01 AM,08 BRONX,2032650001,BRONX,1010249,258176,ONLINE,Unspecified,BRONX,,,,,,,,40.875269542918396,-73.90598867706737,"(40.875269542918396, -73.90598867706737)"
49951509,03/07/2021 04:12:33 AM,03/07/2021 06:12:48 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,113-01 103 AVENUE,103 AVENUE,113 STREET,114 STREET,113 STREET,114 STREET,,SOUTH RICHMOND HILL,103 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 11:12:55 AM,09 QUEENS,4094310049,QUEENS,1031420,189459,ONLINE,Unspecified,QUEENS,,,,,,,,40.686572267491044,-73.82991780843417,"(40.686572267491044, -73.82991780843417)"
49949427,03/07/2021 04:12:43 AM,03/07/2021 05:21:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,23-10 36 STREET,36 STREET,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,,ASTORIA,36 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 10:21:06 AM,01 QUEENS,4008200042,QUEENS,1008862,220535,ONLINE,Unspecified,QUEENS,,,,,,,,40.771959715761,-73.91114207605303,"(40.771959715761, -73.91114207605303)"
49950966,03/07/2021 04:13:25 AM,03/07/2021 04:49:57 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,561 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,,NEW YORK,WEST  147 STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/07/2021 09:49:58 AM,09 MANHATTAN,1020790001,MANHATTAN,998558,240664,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82723099957238,-73.94830021506552,"(40.82723099957238, -73.94830021506552)"
49946576,03/07/2021 04:13:29 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Retail Store,,11207,15 JAMAICA AVENUE,JAMAICA AVENUE,GEORGIA AVENUE,FANCHON PLACE,GEORGIA AVENUE,FANCHON PLACE,,BROOKLYN,JAMAICA AVENUE,,In Progress,,,,05 BROOKLYN,3034760010,BROOKLYN,1012274,186086,PHONE,Unspecified,BROOKLYN,,,,,,,,40.677395483910026,-73.89896702285718,"(40.677395483910026, -73.89896702285718)"
49949656,03/07/2021 04:14:17 AM,03/07/2021 06:57:17 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,2120 CRUGER AVENUE,CRUGER AVENUE,MARAN PLACE,LYDIG AVENUE,MARAN PLACE,LYDIG AVENUE,,BRONX,CRUGER AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 11:57:21 AM,11 BRONX,2042880030,BRONX,1021126,250378,MOBILE,Unspecified,BRONX,,,,,,,,40.85382767768344,-73.86670084926658,"(40.85382767768344, -73.86670084926658)"
49951673,03/07/2021 04:14:41 AM,,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,10451,274 EAST  149 STREET,EAST  149 STREET,MORRIS AVENUE,COURTLANDT AVENUE,MORRIS AVENUE,COURTLANDT AVENUE,,BRONX,EAST  149 STREET,,In Progress,,,,01 BRONX,2023300007,BRONX,1005793,237025,ONLINE,Unspecified,BRONX,,,,,,,,40.81722829475108,-73.92216933578942,"(40.81722829475108, -73.92216933578942)"
49944488,03/07/2021 04:16:53 AM,03/07/2021 04:39:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,421 EAST  102 STREET,EAST  102 STREET,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,1 AVENUE,FRANKLIN D ROOSEVELT DRIVE,,NEW YORK,EAST  102 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 09:40:03 AM,11 MANHATTAN,1016960001,MANHATTAN,1000729,225818,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.786479054528755,-73.94049208066377,"(40.786479054528755, -73.94049208066377)"
49950262,03/07/2021 04:17:50 AM,03/07/2021 05:03:58 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,141 SOUTH    5 STREET,SOUTH    5 STREET,BEDFORD AVENUE,DRIGGS AVENUE,BEDFORD AVENUE,DRIGGS AVENUE,,BROOKLYN,SOUTH    5 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 10:04:01 AM,01 BROOKLYN,3024440011,BROOKLYN,994566,198331,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711043516603894,-73.96278967603143,"(40.711043516603894, -73.96278967603143)"
49944476,03/07/2021 04:19:48 AM,03/07/2021 05:03:40 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10305,26 NARROWS ROAD SOUTH,NARROWS ROAD SOUTH,FINGERBOARD ROAD,STATEN ISLAND EXPWY ET   15 EB,FINGERBOARD ROAD,STATEN ISLAND EXPWY ET   15 EB,,STATEN ISLAND,NARROWS ROAD SOUTH,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 10:03:45 AM,02 STATEN ISLAND,5030230028,STATEN ISLAND,964707,159358,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.60405566572919,-74.07037961353947,"(40.60405566572919, -74.07037961353947)"
49946392,03/07/2021 04:22:11 AM,03/07/2021 05:00:50 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,75 WEST MOSHOLU PARKWAY NORTH,WEST MOSHOLU PARKWAY NORTH,GATES PLACE,WEST GUN HILL ROAD,GATES PLACE,WEST GUN HILL ROAD,,BRONX,WEST MOSHOLU PARKWAY NORTH,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 10:00:53 AM,07 BRONX,2033240011,BRONX,1016019,260954,ONLINE,Unspecified,BRONX,,,,,,,,40.88287540238971,-73.8851114395669,"(40.88287540238971, -73.8851114395669)"
49945822,03/07/2021 04:25:32 AM,03/07/2021 05:03:44 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,73B VISITATION PLACE,VISITATION PLACE,RICHARDS STREET,VAN BRUNT STREET,RICHARDS STREET,VAN BRUNT STREET,,BROOKLYN,VISITATION PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 10:03:48 AM,06 BROOKLYN,3005310022,BROOKLYN,981621,186582,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67880086010785,-74.00947834841568,"(40.67880086010785, -74.00947834841568)"
49951579,03/07/2021 04:25:32 AM,03/07/2021 06:40:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,626 EAST  141 STREET,EAST  141 STREET,BEEKMAN AVENUE,CYPRESS AVENUE,BEEKMAN AVENUE,CYPRESS AVENUE,,BRONX,EAST  141 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 11:40:39 AM,01 BRONX,2025530036,BRONX,1008062,233610,PHONE,Unspecified,BRONX,,,,,,,,40.80784925082111,-73.91398400063743,"(40.80784925082111, -73.91398400063743)"
49946229,03/07/2021 04:29:44 AM,03/07/2021 06:27:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,55 NOSTRAND AVENUE,NOSTRAND AVENUE,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 11:27:23 AM,03 BROOKLYN,3017190001,BROOKLYN,997319,193213,PHONE,Unspecified,BROOKLYN,,,,,,,,40.696992173730095,-73.95286940276414,"(40.696992173730095, -73.95286940276414)"
49950622,03/07/2021 04:30:21 AM,,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Restaurant/Bar Not in Compliance,Street/Sidewalk,10030,2261 ADAM CLAYTON POWELL JR BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,,NEW YORK,7 AVENUE,,In Progress,,,,10 MANHATTAN,1019180001,MANHATTAN,999594,235881,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81410127814717,-73.94456772398001,"(40.81410127814717, -73.94456772398001)"
49952612,03/07/2021 04:30:46 AM,03/07/2021 04:52:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,181 31 STREET,31 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,,BROOKLYN,31 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:52:04 AM,07 BROOKLYN,3006730061,BROOKLYN,984045,178513,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65665364057182,-74.00073884227939,"(40.65665364057182, -74.00073884227939)"
49944453,03/07/2021 04:31:20 AM,,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,1-2 Family Dwelling,10312,677 LEVERETT AVENUE,LEVERETT AVENUE,RICHMOND AVENUE,WAINWRIGHT AVENUE,RICHMOND AVENUE,WAINWRIGHT AVENUE,,STATEN ISLAND,LEVERETT AVENUE,,In Progress,,,,03 STATEN ISLAND,5056090020,STATEN ISLAND,937121,141420,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.55471571649305,-74.16959899090088,"(40.55471571649305, -74.16959899090088)"
49947022,03/07/2021 04:34:28 AM,03/07/2021 04:55:22 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2100 EAST   21 STREET,EAST   21 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,,BROOKLYN,EAST   21 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 09:55:28 AM,15 BROOKLYN,3073250013,BROOKLYN,997938,158312,PHONE,Unspecified,BROOKLYN,,,,,,,,40.601195586681236,-73.95070793478624,"(40.601195586681236, -73.95070793478624)"
49951221,03/07/2021 04:36:00 AM,03/07/2021 04:44:37 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11374,99-65 64 ROAD,64 ROAD,99 STREET,102 STREET,99 STREET,102 STREET,,REGO PARK,64 ROAD,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 09:44:40 AM,06 QUEENS,4021130034,QUEENS,1024676,205572,PHONE,Unspecified,QUEENS,,,,,,,,40.730831946852234,-73.8541380464189,"(40.730831946852234, -73.8541380464189)"
49952211,03/07/2021 04:36:30 AM,03/07/2021 06:07:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,3477 FORT INDEPENDENCE STREET,FORT INDEPENDENCE STREET,BAILEY PLACE,ORLOFF AVENUE,BAILEY PLACE,ORLOFF AVENUE,,BRONX,FT INDEPENDENCE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 11:07:17 AM,08 BRONX,2032620109,BRONX,1012367,260735,PHONE,Unspecified,BRONX,,,,,,,,40.882286706965864,-73.89831934120389,"(40.882286706965864, -73.89831934120389)"
49948520,03/07/2021 04:39:03 AM,03/07/2021 04:51:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1498 DEKALB AVENUE,DEKALB AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,,BROOKLYN,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 09:51:58 AM,04 BROOKLYN,3032470019,BROOKLYN,1005965,194972,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70180322430802,-73.9216837658455,"(40.70180322430802, -73.9216837658455)"
49948107,03/07/2021 04:39:10 AM,03/07/2021 04:47:00 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,ARLINGTON AVENUE,ARLINGTON AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,ARLINGTON AVENUE,VAN SICLEN AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 09:47:03 AM,05 BROOKLYN,,BROOKLYN,1014173,186943,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.679741537688244,-73.89211689180948,"(40.679741537688244, -73.89211689180948)"
